TF-IDF,TF-IDF_Z,sub_indicator,freq_count,term_rank
0.007602547437184039,1.8149061704338936,urban,33,164
0.006464664343064258,1.4745207922722399,improvement,32,165
0.006490546793556678,1.4822632464348338,participated,32,166
0.004495632579651818,0.8855063101475084,chicago,32,167
0.005478641670198598,1.1795628109877312,implemented,31,168
0.006625240635859261,1.5225554475274925,increased,31,169
0.006198984234759702,1.395045471298928,principal,31,170
0.0059016016114259995,1.3060866870220158,prior,31,171
0.005440790369443813,1.168240005167073,footnote,31,172
0.0071751720005982355,1.6870614468845098,process,31,173
0.0050876486194528425,1.0626014833043944,provided,31,174
0.0,0.0,7,31,175
0.007607357796417821,1.8163451371918544,online,30,176
0.0049479550529533175,1.0208136689802232,provide,30,177
0.006235811369304055,1.4060619089130102,stem,30,178
0.0063241580119944634,1.4324898482478061,large,30,179
0.007329698108028708,1.7332862548506196,measurement,30,180
0.00670040297389682,1.5450394452146357,lowincome,30,181
0.005084827522135076,1.0617575826591514,include,30,182
0.006226278818352033,1.4032103497524806,initial,29,183
0.008933142954755583,2.212939378563369,reference,29,184
0.0070193689617058935,1.640454658730118,fact,29,185
0.005945903252812137,1.3193390422370017,trial,29,186
0.005689308321252095,1.2425814532853947,quality,29,187
0.005545485614437643,1.1995584514495699,growth,29,188
0.006827847855782982,1.5831631984716832,implication,29,189
0.004920501760441296,1.0126013144758128,learn,28,190
0.004835204436647077,0.987085545794557,focus,28,191
0.005847380925543737,1.2898671572973963,participant,28,192
0.006212096400726274,1.3989678334415012,secondary,28,193
0.007778289900128472,1.8674776208909156,feedback,28,194
0.007148343981646132,1.6790361361794557,game,28,195
0.00703988402264378,1.6465915165597476,outperformed,28,196
0.0065715041963189825,1.5064807748405518,low,28,197
0.005116098547259722,1.0711119704407797,goal,27,198
0.005838227687333697,1.2871290654269496,textbook,27,199
0.0050945258572231405,1.0646587343447234,including,27,200
0.003953507090879295,0.7233353538686892,question,27,201
0.005306590939492273,1.128095702163372,linear,27,202
0.005311207916532257,1.129476820736835,second,27,203
0.0043428475077442845,0.8398023140626287,examine,27,204
0.0051035585718926055,1.067360772906049,suggest,27,205
0.005522764265766582,1.1927616065894,educator,27,206
0.005669358043861824,1.2366135443244395,need,27,207
0.0055125174566066,1.189696384837803,designed,27,208
0.00635091712266912,1.4404945457895235,taught,27,209
0.00594618904862529,1.3194245349527647,mean,27,210
0.004512102868485313,0.8904332183000172,published,27,211
0.004508982694660599,0.889499852163598,rate,27,212
0.004494432866036379,0.8851474288399407,conducted,26,213
0.0,0.0,n,26,214
0.006747637571853377,1.5591691625562873,tfa,26,215
0.0049465954909702495,1.0204069707683137,component,26,216
0.0058125686688676095,1.2794534485301252,disadvantaged,26,217
0.006116676336452712,1.3704239568079442,multiple,26,218
0.004836288225465939,0.9874097494573603,help,26,219
0.004695321473663547,0.9452410755677156,appendix,26,220
0.002223707160289743,0.20588447815004063,tap,26,221
0.005422990000413071,1.1629152179589168,technology,25,222
0.004477859762077856,0.8801897646586321,measured,25,223
0.006936521334477193,1.6156716901898822,material,25,224
0.005025029498417533,1.0438696528519507,size,25,225
0.004328279915832781,0.8354445770443655,determine,25,226
0.0041570457137902125,0.7842217239079842,10,25,227
0.006951988962538719,1.6202986632543332,general,25,228
0.00592331565647673,1.312582207936429,reform,25,229
0.006332523934185327,1.4349924230758562,behavior,24,230
0.00409729265695575,0.7663472454558311,service,24,231
0.0050698169348318955,1.0572673283772966,additional,24,232
0.0051856704071758745,1.0919236372713585,lesson,24,233
0.00702616339630222,1.6424871400996162,solve,24,234
0.006503648148372617,1.4861823745390288,difficulty,24,235
0.004842386601976604,0.9892340126048504,similar,24,236
0.004622564181160389,0.923476521150231,pattern,24,237
0.005869641982564839,1.296526310906025,remedial,24,238
0.003840044695669531,0.6893943097489698,obtained,24,239
0.00469254037981295,0.9444091415255186,work,24,240
0.004631831980036023,0.9262488826004636,future,24,241
0.006812507164878804,1.578574197280204,environment,23,242
0.004199665319429568,0.7969709163844526,ncee,23,243
0.004429440699717063,0.8657057276454444,percent,23,244
0.004559139810038515,0.9045038088737698,associated,23,245
0.007623897990641269,1.8212929567830847,discussed,23,246
0.006203616400605539,1.3964311334388178,risk,23,247
0.003560548257149476,0.6057859835403113,appended,23,248
0.0061144781563691455,1.3697663950927919,addition,23,249
0.0054005960561146656,1.1562163125635077,atrisk,23,250
0.0,0.0,8,23,251
0.0059454984408922485,1.3192179471445902,learned,23,252
0.005346954806462095,1.1401701148983794,alternative,23,253
0.005545969021000919,1.1997030572765626,parent,23,254
0.00515449272150359,1.0825971709738913,board,22,255
0.008020050858089097,1.9397977876333596,reasoning,22,256
0.0046488605134717195,0.9313427835670929,core,22,257
0.004643154789776893,0.9296359782480001,response,22,258
0.006672237888890099,1.5366141657105195,fifth,22,259
0.003928321506382854,0.7158013596057068,provides,22,260
0.005874918915236166,1.2981048480441066,tutor,22,261
0.00486188744897279,0.9950674793410833,strong,22,262
0.005359417369918236,1.1438981555000929,pretest,22,263
0.00796766918217571,1.9241283777821554,management,22,264
0.004551110449298814,0.9021019127511338,related,22,265
0.006792128025650302,1.572477998954779,saxon,22,266
0.004951883516190717,1.021988826122083,controlled,22,267
0.006667518936416031,1.5352025422926894,thinking,22,268
0.005313843972593253,1.1302653682983677,magnitude,22,269
0.005203728697553276,1.0973255788511476,particularly,22,270
0.00517583670109974,1.088981990823887,recommendation,22,271
0.006575006965450709,1.5075285902107578,representation,22,272
0.003592024559923387,0.6152017779028388,characteristic,21,273
0.004574985346280645,0.9092438290690114,relative,21,274
0.005838295875970661,1.2871494633176457,equation,21,275
0.007468891562411165,1.7749244660626862,sbi,21,276
0.006347624348580267,1.4395095481573172,estimation,21,277
0.006434249225360776,1.4654224399064908,social,21,278
0.005641594278556678,1.228308315253527,peer,21,279
0.003907456088369058,0.709559696259244,consistent,21,280
0.00450199106406166,0.8874083817500865,individual,21,281
0.004395590717963583,0.855579872977715,session,21,282
0.0047887912931080115,0.973201557626654,benefit,21,283
0.006600304613148201,1.515096106964113,arithmetic,21,284
0.0022232073562392166,0.20573496719269863,chapter,21,285
0.004152380230822223,0.782826095312593,content,21,286
0.004985559324739215,1.032062578765844,language,21,287
0.00494434392321315,1.0197334387100403,setting,21,288
0.003942898199265498,0.7201618190807136,focused,20,289
0.004136759958757199,0.7781534604511408,city,20,290
0.003145544747858839,0.4816421877687604,comprehensive,20,291
0.0042001055909227725,0.7971026188233786,specific,20,292
0.003857334853378554,0.6945664727775567,topic,20,293
0.004480106399160728,0.8808618217592228,america,20,294
0.003928818464368091,0.7159500191935055,end,20,295
0.00368060444841381,0.6416994901872924,overall,20,296
0.004371251717428066,0.8482991251186678,working,20,297
0.004287457087994011,0.8232328711465141,increase,20,298
0.003519891465436698,0.5936239455475607,contained,20,299
0.005301410287390699,1.126545966312799,month,20,300
0.005813707676747854,1.2797941703758493,investigated,20,301
0.005352975757405193,1.1419712170276313,context,20,302
0.005458428982782029,1.173516404915344,performed,20,303
0.004541936928290575,0.8993577535017351,potential,20,304
0.0045807028513441175,0.9109541586566714,investigation,20,305
0.005369715397403528,1.1469786986578343,factor,20,306
0.004795645900103463,0.9752520389162993,certification,20,307
0.006907140862336348,1.6068828408151883,monitoring,20,308
0.004765193541499311,0.9661425463392898,task,20,309
0.0049051064456155456,1.0079959731310288,geometry,19,310
0.005045205378959877,1.0499050485473778,studied,19,311
0.003891017340015695,0.7046422230990578,period,19,312
0.0,0.0,9,19,313
0.005365193150228229,1.1456259174952885,computation,19,314
0.004251008959620108,0.8123298091149681,participating,19,315
0.0031494200961932938,0.4828014561638602,page,19,316
0.003946516830511682,0.7212442933450077,ass,19,317
0.0038319104681344292,0.6869610438626087,implementing,19,318
0.0037951494247214375,0.675964376693186,community,19,319
0.0037135723563901783,0.651561482057745,key,19,320
0.0040187877402405,0.7428633516342603,estimate,19,321
0.005038229710572518,1.0478183530562228,compare,19,322
0.004499988184999421,0.8868092422158625,range,19,323
0.003948433583616941,0.7218176692339261,revealed,18,324
0.003970226296678528,0.7283367228300033,matched,18,325
0.004020357046042856,0.7433327924333604,point,18,326
0.004027374270381476,0.7454319189363288,interaction,18,327
0.004048477716026934,0.7517447856654893,background,18,328
0.0030272381008202096,0.4462520382890968,telephone,18,329
0.0023796029510521183,0.25251901201971705,final,18,330
0.003037921696607735,0.44944792001987877,llc,18,331
0.004110458691950982,0.7702857219336877,efficacy,18,332
0.003804949073118131,0.678895835155481,sr,18,333
0.0033027454384373764,0.528667068256365,receive,18,334
0.003518975705052565,0.5933500057673939,texas,18,335
0.003431608980474038,0.5672151983007172,selected,18,336
0.0034474443866585086,0.5719521881991514,review,18,337
0.0,0.0,c,18,338
0.0035812897620846914,0.6119905796341452,success,18,339
0.003097199628130636,0.4671802698916129,web,18,340
0.002989685361131924,0.435018543771199,fidelity,18,341
0.0044984507826865095,0.8863493449993811,special,18,342
0.00416459025217678,0.7864785906854568,area,18,343
0.004210042270794072,0.8000750687640994,variable,18,344
0.004377580008742887,0.8501921647845562,gap,18,345
0.002848972586202552,0.3929258443067073,address,18,346
0.004452775791137287,0.8726861669880766,larger,18,347
0.006904185008169542,1.6059986291210708,sld,18,348
0.004693666063669977,0.9447458776343024,completed,18,349
0.004658006000868481,0.9340785568658668,evaluate,18,350
0.00452793771108174,0.8951700396072046,accelerated,18,351
0.003348529143467359,0.5423627667255715,observed,17,352
0.0036287921112947313,0.6262003918573719,standardized,17,353
0.003274735014300527,0.5202880538729364,graduate,17,354
0.0047729898187547845,0.9684747180672741,presented,17,355
0.0031656095730586767,0.4876443624637605,policy,17,356
0.0029095253458918933,0.4110395451887229,reproduction,17,357
0.005459130069365819,1.1737261273579929,sixth,17,358
0.003116533775429955,0.47296387022271946,fellow,17,359
0.004797348740957495,0.9757614252768525,preschooler,17,360
0.0034885054508153168,0.5842351599059652,major,17,361
0.0043044392197455535,0.8283128915529262,english,17,362
0.002732879193164953,0.3581977657410081,cmp2,17,363
0.00320821365867192,0.5003889122928563,reported,17,364
0.005605712957311696,1.2175748074230401,involving,17,365
0.004271284061274335,0.8183948857291685,indicate,17,366
0.0029095253458918933,0.4110395451887229,copy,17,367
0.0029095253458918933,0.4110395451887229,proquest,17,368
0.0029095253458918933,0.4110395451887229,httpwwwproquestcomenusproductsdissertationsindividualsshtml,17,369
0.00404286660963822,0.7500662840866386,guide,17,370
0.0040094343256503896,0.7400653791722295,15,17,371
0.0041811788435959524,0.7914408877725334,renaissance,17,372
0.0029095253458918933,0.4110395451887229,prohibited,17,373
0.0029095253458918933,0.4110395451887229,citation,17,374
0.004511321315808601,0.8901994252989694,curricular,17,375
0.0029095253458918933,0.4110395451887229,800,17,376
0.004127637149068992,0.7754244709427598,supplemental,17,377
0.003950619437026063,0.7224715435581998,assessed,17,378
0.0029095253458918933,0.4110395451887229,18005210600,17,379
0.0,0.0,b,16,380
0.005239050276816435,1.1078916459426509,computerbased,16,381
0.006434085350909188,1.4653734186428273,curriculumbased,16,382
0.00335722172728924,0.5449630588352822,predictor,16,383
0.0035107096176383453,0.59087729542927,important,16,384
0.003513485951886807,0.591707805688144,given,16,385
0.003312107861671813,0.531467735556575,summer,16,386
0.003309990189927571,0.5308342570373749,12,16,387
0.004721395577859993,0.953040860855851,evaluated,16,388
0.0037048080414402605,0.6489397323595799,influence,16,389
0.003707638696012924,0.6497864919539005,developed,16,390
0.00325817057489048,0.5153329815972681,collected,16,391
0.004199224579063914,0.7968390736874219,playing,16,392
0.0038333843714297663,0.6874019460371376,little,16,393
0.0029024907107117765,0.40893521042148073,2007,16,394
0.0038824389434391413,0.7020760888645127,age,16,395
0.002513227838231623,0.2924914467886758,pd,16,396
0.004848557460369485,0.9910799579207598,enhance,16,397
0.0031293578760750785,0.4768000607507545,limited,16,398
0.003935710177893887,0.7180116004989865,involved,16,399
0.004338737347038262,0.8385728040949929,rational,16,400
0.005085755058823406,1.0620350451929106,flexibility,16,401
0.0024086668779356446,0.2612131703161495,summary,16,402
0.004942692551816731,1.0192394488791339,standardsbased,16,403
0.0037726023640810187,0.6692196682058352,york,16,404
0.0032473510330227073,0.5120964330720029,regular,16,405
0.0024289726430792046,0.26728741958039315,nga,15,406
0.003176567473043312,0.4909222993180847,set,15,407
0.003203422709502653,0.49895575184503743,researcher,15,408
0.003472638409377702,0.5794887066648903,seventh,15,409
0.003476140576942027,0.5805363420827365,tier,15,410
0.0034876080448665073,0.5839667106559249,examines,15,411
0.003070823574617188,0.4592901597423518,case,15,412
0.00239589412234511,0.257392339103947,mathquot,15,413
0.003617194701729587,0.6227311526526353,preschool,15,414
0.003888895095602281,0.7040073767155018,article,15,415
0.0035710073497523735,0.6089147075799448,decimal,15,416
0.0050568958969112125,1.0534021401153382,receiving,15,417
0.0053242361700462015,1.133374081379907,enhancing,15,418
0.005380608579899939,1.1502372759779351,sense,15,419
0.005881124499798756,1.2999611813168013,personalized,15,420
0.0042936682698044865,0.8250908787751668,longitudinal,15,421
0.007462959767909719,1.77315003411534,metacognitive,15,422
0.003967357158484402,0.7274784512779848,learner,15,423
0.004248350727418585,0.8115346278016744,scored,15,424
0.0037171020452353644,0.6526173501680723,lower,15,425
0.003568328284771318,0.6081132943667521,gender,15,426
0.0041656990794697,0.7868102843360323,develop,15,427
0.003544048859657908,0.6008503678486561,especially,15,428
0.004529528045369702,0.8956457708495518,algebraic,15,429
0.0040119458592031785,0.7408166771768747,interpretation,15,430
0.004239680925445761,0.8089411506348577,sequence,15,431
0.0026707028588900668,0.33959839014238036,conclusion,14,432
0.0032734279143323717,0.5198970491034177,route,14,433
0.0022062208541411077,0.20065363944454256,induction,14,434
0.0032483548677243877,0.5123967193283934,total,14,435
0.0032412833510439805,0.5102813518606143,status,14,436
0.002192349477728917,0.1965041677368724,turtle,14,437
0.0032025215522736667,0.4986861804402449,preparation,14,438
0.0021821364772070416,0.19344905947243962,leadership,14,439
0.0026710344885589083,0.33969759355863777,observation,14,440
0.003178677342122768,0.4915534437547966,young,14,441
0.0043023364421634,0.8276838684606683,direct,14,442
0.00294730028324257,0.42233950772581397,quasiexperimental,14,443
0.005441046777178421,1.168316706758088,schemabased,14,444
0.003703779374810959,0.6486320179015426,cpmp,14,445
0.0030966185510636194,0.46700644699344374,placement,14,446
0.002971410001669073,0.42955166833034825,tool,14,447
0.003517568172423025,0.5929289576572175,proportion,14,448
0.00292063223085976,0.4143620492838468,kindergarten,14,449
0.003423848536316563,0.5648937456551025,way,14,450
0.0033559390803789024,0.5445793689326205,contrast,14,451
0.0036249073196913373,0.6250382986108566,pre,14,452
0.004415918097194878,0.8616605878617267,semester,14,453
0.003375990445861739,0.5505775172993581,choice,14,454
0.0034883058690801287,0.5841754571959441,successful,14,455
0.004505215542657992,0.8883729495269157,section,14,456
0.003703590037363265,0.648575379658944,achieved,14,457
0.004332092073886554,0.8365849427528034,pupil,13,458
0.0027451036731730312,0.3618545862631533,identify,13,459
0.00343702509459264,0.5688353700582149,collegelevel,13,460
0.004399507001960719,0.8567513868320313,lowachieving,13,461
0.00288142653616507,0.4026340912153024,degree,13,462
0.0028020999409010473,0.3789044011735428,percentage,13,463
0.0027963369198395357,0.3771804559690544,version,13,464
0.002032403031176784,0.14865792414945403,executive,13,465
0.0034508863505502392,0.5729818143417312,engagement,13,466
0.002521217308601439,0.294881410140091,opportunity,13,467
0.003137948165720867,0.4793697526678857,building,13,468
0.0031442594480151943,0.4812577042698922,primary,13,469
0.0032698351692316135,0.5188223183985855,unit,13,470
0.003381817898041321,0.5523207363735464,effort,13,471
0.002261243482594412,0.21711306158580743,subgroup,13,472
0.0023809538314904536,0.25292311324174077,supplementary,13,473
0.002910028577819044,0.41119008155815434,lack,13,474
0.003650818104272602,0.6327892286086183,moderate,13,475
0.003734763888805275,0.6579006989880374,current,13,476
0.004554704510218127,0.903177037068806,computerassisted,13,477
0.0026281703143416512,0.32687524104639265,member,13,478
0.004027007832117101,0.745322302906495,item,13,479
0.002043758270222155,0.1520547206714768,institute,13,480
0.0023096434189986107,0.23159137727665371,kipp,13,481
0.003522486615972974,0.594400256665321,considered,13,482
0.005281098522949236,1.1204699224236978,worked,13,483
0.0018858096418767028,0.10480610271826753,grant,13,484
0.003181799922208715,0.4924875296981486,basic,13,485
0.0025134939989887805,0.292571065890537,providing,13,486
0.0030155745415574556,0.44276301112024297,scale,13,487
0.002901262589160153,0.4085678311881147,later,12,488
0.0016814377366426625,0.04367046531562281,attendance,12,489
0.004143644044623072,0.7802127600249384,thirdgrade,12,490
0.0,0.0,v,12,491
0.004833879238231407,0.9866891270708865,schema,12,492
0.0028517930205698505,0.39376954663751274,kind,12,493
0.0022860771292894464,0.22454177747507997,investigate,12,494
0.002542745458127112,0.3013213224257071,panel,12,495
0.0025096934451852453,0.29143417146761674,understand,12,496
0.0029148784238271276,0.41264086035609776,subject,12,497
0.002465905702215981,0.2783355433866996,statistical,12,498
0.00268343393745504,0.34340675412470695,likely,12,499
0.0024495485663071285,0.27344248370354884,includes,12,500
0.002176297494552117,0.19170239118169285,assignment,12,501
0.002820028052757853,0.384267401261723,experienced,12,502
0.002752538568980971,0.3640786546531804,reduced,12,503
0.0027662889478841895,0.3681919312692274,requirement,12,504
0.004666791185294284,0.9367065494412466,proportional,12,505
0.002104089955476752,0.17010228953565926,qualification,12,506
0.00230020327549909,0.22876746080264168,logo,12,507
0.002095580341257232,0.16755673079672603,quoteveryday,12,508
0.0026567774151849033,0.3354327447908097,implement,12,509
0.0028620263080528403,0.39683072352618853,comparable,12,510
0.003457274027610898,0.5748926186089736,correct,12,511
0.003235207289102216,0.5084637638742306,modeling,12,512
0.003729780422138768,0.6564099490203115,followup,12,513
0.003820016766332975,0.6834031720510395,application,12,514
0.0037020877178246822,0.6481259770736497,iterative,12,515
0.0033359476345967815,0.5385991448940436,deficit,12,516
0.003108111335770404,0.4704443888072954,formative,12,517
0.003368621568092676,0.5483731974891671,combination,12,518
0.0030272964149936406,0.446269482341195,term,12,519
0.003957384609341877,0.724495271434066,homework,12,520
0.00204238027449174,0.15164250820410963,particular,12,521
0.002972838499069708,0.4299789878242671,access,12,522
0.003194942307297443,0.4964189315631469,combined,12,523
0.0031906477823147685,0.495134271023056,demonstrated,12,524
0.003795251829217027,0.6759950098866457,relation,12,525
0.002938410592108099,0.4196802531027475,14,12,526
0.002202740322602644,0.19961247620901712,cluster,11,527
0.002645390425088774,0.33202645028654676,entry,11,528
0.0037730299444269986,0.6693475742258059,immediate,11,529
0.005318618044947131,1.1316934802300271,ucsmp,11,530
0.0022098112899510427,0.20172767935008773,participation,11,531
0.0025912112854901445,0.31581934868177397,followed,11,532
0.0025636600080156707,0.30757768303927674,association,11,533
0.002555613918959198,0.30517078282223087,11,11,534
0.002932263833172489,0.4178415168779294,writing,11,535
0.0032928975725844225,0.5257211860653338,economically,11,536
0.0025501756140701858,0.3035439729366013,value,11,537
0.003268434276437139,0.5184032565230068,deviation,11,538
0.0022543969064073134,0.21506498262532261,ell,11,539
0.003309144378184297,0.5305812416339685,format,11,540
0.0022655139232253133,0.21839051755345296,center,11,541
0.0024722690940356027,0.2802390829876532,supported,11,542
0.0014667556011542997,-0.020549365570682054,2013,11,543
0.0023858977205664846,0.25440202400281137,series,11,544
0.003480325553045055,0.581788232264415,mixed,11,545
0.003544690254170781,0.6010422340561279,programme,11,546
0.0023785836807326106,0.25221410836577624,produce,11,547
0.0035119140325327596,0.5912375830734201,mediated,11,548
0.002364682354495543,0.24805567749303964,eighth,11,549
0.0023352684147657605,0.23925681665233875,united,11,550
0.0027161581340963544,0.3531958423942771,occurred,11,551
0.002337403611746451,0.2398955376558212,consisted,11,552
0.003015260850922392,0.44266917397124794,seven,11,553
0.002160287483311268,0.18691317007563166,beginning,11,554
0.0042772329108082185,0.8201744195043709,title,11,555
